character,movie,mbti,href,year,notes,id,mbti_vote,mbti_count,big5_vote,big5_count
Frank Farmer,the bodyguard,ISTP,https://www.personality-database.com/profile/12827/frank-farmer-the-bodyguard-1992-mbti-personality-type,1992.0,,103855.0,ISTP(16),25 Votes,XXXX(0),0 Votes
Chessy,the parent trap,ESFJ,https://www.personality-database.com/profile/42003/chessy-the-parent-trap-1998-mbti-personality-type,1998.0,,120783.0,ESFJ(23),43 Votes,SCUAI(1),1 Votes
Martin,the parent trap,ESFP,https://www.personality-database.com/profile/42004/martin-the-parent-trap-1998-mbti-personality-type,1998.0,,120783.0,ESFP(13),17 Votes,SCOEI(1),1 Votes
Meredith Blake,the parent trap,ESTJ,https://www.personality-database.com/profile/42001/meredith-blake-the-parent-trap-1998-mbti-personality-type,1998.0,,120783.0,ESTJ(46),53 Votes,SCOEN(2),6 Votes
Hallie Parker,the parent trap,ESTP,https://www.personality-database.com/profile/41998/hallie-parker-the-parent-trap-1998-mbti-personality-type,1998.0,,120783.0,ESTP(108),140 Votes,SCUEN(7),10 Votes
Nick Parker,the parent trap,ESTP,https://www.personality-database.com/profile/42000/nick-parker-the-parent-trap-1998-mbti-personality-type,1998.0,,120783.0,ESTP(28),40 Votes,SCUAN(2),2 Votes
Grandfather,the parent trap,INFJ,https://www.personality-database.com/profile/42005/grandfather-the-parent-trap-1998-mbti-personality-type,1998.0,,120783.0,INFJ(16),20 Votes,SCUAI(1),1 Votes
Annie James,the parent trap,ISFJ,https://www.personality-database.com/profile/41999/annie-james-the-parent-trap-1998-mbti-personality-type,1998.0,,120783.0,ISFJ(61),150 Votes,RLOAN(6),12 Votes
Elizabeth James,the parent trap,ISFJ,https://www.personality-database.com/profile/42002/elizabeth-james-the-parent-trap-1998-mbti-personality-type,1998.0,,120783.0,ISFJ(30),44 Votes,RCOAN(2),2 Votes
Charlie,mean streets,ESFJ,https://www.personality-database.com/profile/34696/charlie-mean-streets-1973-mbti-personality-type,1973.0,,70379.0,ESFJ(12),22 Votes,RLUEN(1),1 Votes
Joey,mean streets,ENFP,https://www.personality-database.com/profile/193930/joey-mean-streets-1973-mbti-personality-type,1973.0,,70379.0,ESFP(1),1 Votes,XXXX(0),0 Votes
Johnny Boy,mean streets,ESFP,https://www.personality-database.com/profile/34695/johnny-boy-mean-streets-1973-mbti-personality-type,1973.0,,70379.0,ESFP(17),22 Votes,XXXX(0),0 Votes
Tony,mean streets,ESTJ,https://www.personality-database.com/profile/34697/tony-mean-streets-1973-mbti-personality-type,1973.0,,70379.0,ESTJ(3),4 Votes,XXXX(0),0 Votes
Giovanni,mean streets,ISTJ,https://www.personality-database.com/profile/193929/giovanni-mean-streets-1973-mbti-personality-type,1973.0,,70379.0,ISTJ(2),2 Votes,XXXX(0),0 Votes
Michael,mean streets,ISTP,https://www.personality-database.com/profile/193928/michael-mean-streets-1973-mbti-personality-type,1973.0,,70379.0,ISTP(3),3 Votes,XXXX(0),0 Votes
Phyllis Raymond,sideways,ESFJ,https://www.personality-database.com/profile/32723/phyllis-raymond-sideways-2004-mbti-personality-type,2004.0,,375063.0,ESFJ(2),2 Votes,XXXX(0),0 Votes
Cammi's husband,sideways,ESTP,https://www.personality-database.com/profile/32727/cammis-husband-sideways-2004-mbti-personality-type,2004.0,,375063.0,ESTP(2),2 Votes,XXXX(0),0 Votes
Miles Raymond,sideways,INFP,https://www.personality-database.com/profile/32719/miles-raymond-sideways-2004-mbti-personality-type,2004.0,,375063.0,INFP(5),13 Votes,XXXX(0),0 Votes
Maya Randall,sideways,ISFJ,https://www.personality-database.com/profile/32721/maya-randall-sideways-2004-mbti-personality-type,2004.0,,375063.0,ISFJ(3),5 Votes,XXXX(0),0 Votes
Mae Braddock,cinderella man,ESFJ,https://www.personality-database.com/profile/31032/mae-braddock-cinderella-man-2005-mbti-personality-type,2005.0,,352248.0,ESFJ(4),7 Votes,RCOAN(1),1 Votes
Joe Gould,cinderella man,ESTJ,https://www.personality-database.com/profile/31033/joe-gould-cinderella-man-2005-mbti-personality-type,2005.0,,352248.0,ESTJ(5),5 Votes,SCOEN(1),1 Votes
Jim Braddock,cinderella man,ISTP,https://www.personality-database.com/profile/31031/jim-braddock-cinderella-man-2005-mbti-personality-type,2005.0,,352248.0,ISTP(6),14 Votes,RCUAN(1),1 Votes
Linda Mason,twins,ESFJ,https://www.personality-database.com/profile/27685/linda-mason-twins-1988-mbti-personality-type,1988.0,,96320.0,ESFJ(3),4 Votes,SCUAN(1),1 Votes
Vincent Benedict,twins,ESTP,https://www.personality-database.com/profile/27683/vincent-benedict-twins-1988-mbti-personality-type,1988.0,,96320.0,ESTP(6),8 Votes,SLUEN(1),1 Votes
Castleton,the four feathers,ISFJ,https://www.personality-database.com/profile/26541/castleton-the-four-feathers-2002-mbti-personality-type,2002.0,,240510.0,ISFJ(1),1 Votes,XXXX(0),0 Votes
Harry,the four feathers,ISFP,https://www.personality-database.com/profile/26536/harry-the-four-feathers-2002-mbti-personality-type,2002.0,,240510.0,ISFP(2),2 Votes,XXXX(0),0 Votes
Jack,the four feathers,ISTJ,https://www.personality-database.com/profile/26537/jack-the-four-feathers-2002-mbti-personality-type,2002.0,,240510.0,ISTJ(2),2 Votes,XXXX(0),0 Votes
Abou,the four feathers,ISTP,https://www.personality-database.com/profile/26539/abou-the-four-feathers-2002-mbti-personality-type,2002.0,,240510.0,ISTP(2),2 Votes,XXXX(0),0 Votes
Ned Ryerson,groundhog day,ESFJ,https://www.personality-database.com/profile/26055/ned-ryerson-groundhog-day-1993-mbti-personality-type,1993.0,,107048.0,ESFJ(17),21 Votes,XXXX(0),0 Votes
Buster,groundhog day,ESFP,https://www.personality-database.com/profile/26054/buster-groundhog-day-1993-mbti-personality-type,1993.0,,107048.0,ESFP(10),12 Votes,XXXX(0),0 Votes
Larry,groundhog day,INTP,https://www.personality-database.com/profile/26053/larry-groundhog-day-1993-mbti-personality-type,1993.0,,107048.0,INTP(17),20 Votes,XXXX(0),0 Votes
Rita,groundhog day,ISFJ,https://www.personality-database.com/profile/26052/rita-groundhog-day-1993-mbti-personality-type,1993.0,,107048.0,ISFJ(23),40 Votes,RCOAI(1),1 Votes
The groundhog,groundhog day,ISFJ,https://www.personality-database.com/profile/181138/the-groundhog-groundhog-day-1993-mbti-personality-type,1993.0,,107048.0,ISFJ(4),6 Votes,XXXX(0),0 Votes
Phil Connors,groundhog day,ISTP,https://www.personality-database.com/profile/26051/phil-connors-groundhog-day-1993-mbti-personality-type,1993.0,,107048.0,ISTP(48),86 Votes,RCUEI(3),4 Votes
Allison Jones,single white female,ESFJ,https://www.personality-database.com/profile/25285/allison-jones-single-white-female-1992-mbti-personality-type,1992.0,,105414.0,ESFJ(5),13 Votes,XXXX(0),0 Votes
Hedra 'Hedy' Carlson,single white female,INFP,https://www.personality-database.com/profile/25286/hedra-hedy-carlson-single-white-female-1992-mbti-personality-type,1992.0,,105414.0,INFP(4),7 Votes,XXXX(0),0 Votes
Dolores Vallelonga,green book,ESFJ,https://www.personality-database.com/profile/24263/dolores-vallelonga-green-book-2018-mbti-personality-type,2018.0,,6966692.0,ESFJ(29),32 Votes,SLOAI(1),1 Votes
Johnny Venere,green book,ESTJ,https://www.personality-database.com/profile/85217/johnny-venere-green-book-2018-mbti-personality-type,2018.0,,6966692.0,ESTJ(1),1 Votes,XXXX(0),0 Votes
Frank “Tony Lip” Vallelonga,green book,ESTP,https://www.personality-database.com/profile/24262/frank-tony-lip-vallelonga-green-book-2018-mbti-personality-type,2018.0,,6966692.0,ESTP(86),111 Votes,SCUEN(3),4 Votes
Donald “Doc” Shirley,green book,INFJ,https://www.personality-database.com/profile/24261/donald-doc-shirley-green-book-2018-mbti-personality-type,2018.0,,6966692.0,INFJ(85),142 Votes,RLOAI(2),4 Votes
Meredith Logue,the talented mr. ripley,ESFJ,https://www.personality-database.com/profile/24118/meredith-logue-the-talented-mr-ripley-1999-mbti-personality-type,1999.0,,134119.0,ESFJ(19),26 Votes,SCUEN(2),2 Votes
Dickie Greenleaf,the talented mr. ripley,ESFP,https://www.personality-database.com/profile/24100/dickie-greenleaf-the-talented-mr-ripley-1999-mbti-personality-type,1999.0,,134119.0,ESFP(50),57 Votes,SCUEI(6),6 Votes
Freddie Miles,the talented mr. ripley,ESTP,https://www.personality-database.com/profile/115482/freddie-miles-the-talented-mr-ripley-1999-mbti-personality-type,1999.0,,134119.0,ESTP(20),25 Votes,SLUEI(1),1 Votes
Tom Ripley,the talented mr. ripley,INFJ,https://www.personality-database.com/profile/24099/tom-ripley-the-talented-mr-ripley-1999-mbti-personality-type,1999.0,,134119.0,INFJ(107),120 Votes,RLOAI(4),7 Votes
Peter Smith-Kingsley,the talented mr. ripley,INFP,https://www.personality-database.com/profile/24135/peter-smithkingsley-the-talented-mr-ripley-1999-mbti-personality-type,1999.0,,134119.0,INFP(24),29 Votes,SCUAI(2),3 Votes
Marge Sherwood,the talented mr. ripley,ISFJ,https://www.personality-database.com/profile/24101/marge-sherwood-the-talented-mr-ripley-1999-mbti-personality-type,1999.0,,134119.0,ISFJ(35),38 Votes,RLOAI(1),2 Votes
Audrey Dunn,unbreakable,ESFJ,https://www.personality-database.com/profile/23983/audrey-dunn-unbreakable-2000-mbti-personality-type,2000.0,,217869.0,ESFJ(3),4 Votes,XXXX(0),0 Votes
Joseph Dunn,unbreakable,INFP,https://www.personality-database.com/profile/23984/joseph-dunn-unbreakable-2000-mbti-personality-type,2000.0,,217869.0,INFP(11),14 Votes,XXXX(0),0 Votes
"Elijah Price ""Mr. Glass""",unbreakable,INTJ,https://www.personality-database.com/profile/23982/elijah-price-mr-glass-unbreakable-2000-mbti-personality-type,2000.0,,217869.0,INTJ(76),99 Votes,RLOEI(7),7 Votes
"David Dunn ""The Overseer""",unbreakable,ISFJ,https://www.personality-database.com/profile/23981/david-dunn-the-overseer-unbreakable-2000-mbti-personality-type,2000.0,,217869.0,ISFJ(41),50 Votes,RCOAN(4),5 Votes
Franklin,we need to talk about kevin,ESFJ,https://www.personality-database.com/profile/23053/franklin-we-need-to-talk-about-kevin-2011-mbti-personality-type,2011.0,,1242460.0,ESFJ(12),14 Votes,SCUAI(1),2 Votes
Celia Khatchadourian,we need to talk about kevin,INFP,https://www.personality-database.com/profile/228592/celia-khatchadourian-we-need-to-talk-about-kevin-2011-mbti-personality-type,2011.0,,1242460.0,INFP(9),9 Votes,RLOAI(1),2 Votes
Eva Khatchadourian,we need to talk about kevin,ISTJ,https://www.personality-database.com/profile/23052/eva-khatchadourian-we-need-to-talk-about-kevin-2011-mbti-personality-type,2011.0,,1242460.0,ISTJ(21),42 Votes,RLOEI(1),3 Votes
Kevin Khatchadourian,we need to talk about kevin,ISTP,https://www.personality-database.com/profile/23051/kevin-khatchadourian-we-need-to-talk-about-kevin-2011-mbti-personality-type,2011.0,,1242460.0,ISTP(51),63 Votes,RCOEN(3),7 Votes
Constanze Mozart,amadeus,ESFJ,https://www.personality-database.com/profile/22707/constanze-mozart-amadeus-1984-mbti-personality-type,1984.0,,86879.0,ESFJ(20),25 Votes,SCOAN(1),1 Votes
Wolfgang Amadeus Mozart,amadeus,ESFP,https://www.personality-database.com/profile/22706/wolfgang-amadeus-mozart-amadeus-1984-mbti-personality-type,1984.0,,86879.0,ESFP(76),157 Votes,SCUEI(2),5 Votes
Katerina Cavalieri,amadeus,ESFP,https://www.personality-database.com/profile/119040/katerina-cavalieri-amadeus-1984-mbti-personality-type,1984.0,,86879.0,ESFP(5),7 Votes,SCUAN(1),1 Votes
Emanuel Schikaneder,amadeus,ESFP,https://www.personality-database.com/profile/22708/emanuel-schikaneder-amadeus-1984-mbti-personality-type,1984.0,,86879.0,ESFP(4),5 Votes,XXXX(0),0 Votes
Antonio Salieri,amadeus,INTJ,https://www.personality-database.com/profile/22705/antonio-salieri-amadeus-1984-mbti-personality-type,1984.0,,86879.0,INTJ(82),101 Votes,RLOEI(7),8 Votes
Leopold Mozart,amadeus,ISTJ,https://www.personality-database.com/profile/55838/leopold-mozart-amadeus-1984-mbti-personality-type,1984.0,,86879.0,ISTJ(7),8 Votes,XXXX(0),0 Votes
Barbara Rose,phantom thread,ESFJ,https://www.personality-database.com/profile/18446/barbara-rose-phantom-thread-2017-mbti-personality-type,2017.0,,5776858.0,ESFJ(3),5 Votes,XXXX(0),0 Votes
Alma Elson,phantom thread,ESFP,https://www.personality-database.com/profile/18444/alma-elson-phantom-thread-2017-mbti-personality-type,2017.0,,5776858.0,ESFP(29),51 Votes,SCUAI(1),2 Votes
Cyril Woodcock,phantom thread,ESTJ,https://www.personality-database.com/profile/18445/cyril-woodcock-phantom-thread-2017-mbti-personality-type,2017.0,,5776858.0,ESTJ(12),20 Votes,XXXX(0),0 Votes
Reynolds Woodcock,phantom thread,ISTJ,https://www.personality-database.com/profile/18443/reynolds-woodcock-phantom-thread-2017-mbti-personality-type,2017.0,,5776858.0,ISTJ(69),86 Votes,RLOEI(3),5 Votes
Pat White,first man,ESFJ,https://www.personality-database.com/profile/18442/pat-white-first-man-2018-mbti-personality-type,2018.0,,1213641.0,ESFJ(5),5 Votes,XXXX(0),0 Votes
Buzz Aldrin,first man,ESFP,https://www.personality-database.com/profile/18441/buzz-aldrin-first-man-2018-mbti-personality-type,2018.0,,1213641.0,ESFP(4),6 Votes,XXXX(0),0 Votes
Deke Slayton,first man,ESTJ,https://www.personality-database.com/profile/18440/deke-slayton-first-man-2018-mbti-personality-type,2018.0,,1213641.0,ESTJ(4),4 Votes,XXXX(0),0 Votes
Ed White,first man,ESTP,https://www.personality-database.com/profile/18439/ed-white-first-man-2018-mbti-personality-type,2018.0,,1213641.0,ESTP(4),4 Votes,XXXX(0),0 Votes
Janet Armstrong,first man,ISFJ,https://www.personality-database.com/profile/18438/janet-armstrong-first-man-2018-mbti-personality-type,2018.0,,1213641.0,ISFJ(9),9 Votes,XXXX(0),0 Votes
Neil Armstrong,first man,ISTP,https://www.personality-database.com/profile/18437/neil-armstrong-first-man-2018-mbti-personality-type,2018.0,,1213641.0,ISTP(19),30 Votes,XXXX(0),0 Votes
Jim Bono,fences,ESFJ,https://www.personality-database.com/profile/16031/jim-bono-fences-2016-mbti-personality-type,2016.0,,2671706.0,ESFJ(4),9 Votes,XXXX(0),0 Votes
Megan,127 hours,ISFP,https://www.personality-database.com/profile/15905/megan-127-hours-2010-mbti-personality-type,2010.0,,1542344.0,ISFP(4),4 Votes,XXXX(0),0 Votes
Nancy Downs,the craft,ESFP,https://www.personality-database.com/profile/13851/nancy-downs-the-craft-1996-mbti-personality-type,1996.0,,115963.0,ESFP(208),413 Votes,SLUEI(21),30 Votes
Laura Lizzie,the craft,ESFP,https://www.personality-database.com/profile/277695/laura-lizzie-the-craft-1996-mbti-personality-type,1996.0,,115963.0,ESFP(10),17 Votes,SLUEN(2),2 Votes
Chris Hooker,the craft,ESTP,https://www.personality-database.com/profile/277692/chris-hooker-the-craft-1996-mbti-personality-type,1996.0,,115963.0,ESTP(20),22 Votes,SCUEN(1),1 Votes
Sarah Bailey,the craft,INFJ,https://www.personality-database.com/profile/13850/sarah-bailey-the-craft-1996-mbti-personality-type,1996.0,,115963.0,INFJ(111),120 Votes,RCOAI(6),9 Votes
Rochelle Zimmerman,the craft,ISFJ,https://www.personality-database.com/profile/13853/rochelle-zimmerman-the-craft-1996-mbti-personality-type,1996.0,,115963.0,ISFJ(52),56 Votes,RCOAN(4),5 Votes
Bonnie Harper,the craft,ISFP,https://www.personality-database.com/profile/13852/bonnie-harper-the-craft-1996-mbti-personality-type,1996.0,,115963.0,ISFP(62),73 Votes,RLUEN(4),5 Votes
David Mills,se7en,ESFP,https://www.personality-database.com/profile/10897/david-mills-se7en-1995-mbti-personality-type,1995.0,,114369.0,ESFP(198),226 Votes,SLUEN(14),20 Votes
Police Captain,se7en,ESTJ,https://www.personality-database.com/profile/525305/police-captain-se7en-1995-mbti-personality-type,1995.0,,114369.0,ESTJ(4),5 Votes,XXXX(0),0 Votes
John Doe,se7en,INFJ,https://www.personality-database.com/profile/10898/john-doe-se7en-1995-mbti-personality-type,1995.0,,114369.0,INFJ(191),252 Votes,RCOEI(15),27 Votes
William Somerset,se7en,INTP,https://www.personality-database.com/profile/10896/william-somerset-se7en-1995-mbti-personality-type,1995.0,,114369.0,INTP(120),245 Votes,RCOAI(14),18 Votes
Tracy Mills,se7en,ISFJ,https://www.personality-database.com/profile/10899/tracy-mills-se7en-1995-mbti-personality-type,1995.0,,114369.0,ISFJ(61),76 Votes,SCOAI(1),2 Votes
Bonnie Parker,bonnie and clyde,ESFP,https://www.personality-database.com/profile/193922/bonnie-parker-bonnie-and-clyde-1967-mbti-personality-type,1967.0,,61418.0,ESFP(19),27 Votes,XXXX(0),0 Votes
Buck Barrow,bonnie and clyde,ESTP,https://www.personality-database.com/profile/193924/buck-barrow-bonnie-and-clyde-1967-mbti-personality-type,1967.0,,61418.0,ESTP(3),3 Votes,XXXX(0),0 Votes
Blanche,bonnie and clyde,ISFJ,https://www.personality-database.com/profile/238160/blanche-bonnie-and-clyde-1967-mbti-personality-type,1967.0,,61418.0,ISFJ(3),3 Votes,XXXX(0),0 Votes
C.W. Moss,bonnie and clyde,ISFP,https://www.personality-database.com/profile/193925/cw-moss-bonnie-and-clyde-1967-mbti-personality-type,1967.0,,61418.0,ISFP(6),6 Votes,RCUAN(1),1 Votes
Clyde Barrow,bonnie and clyde,ISTP,https://www.personality-database.com/profile/193923/clyde-barrow-bonnie-and-clyde-1967-mbti-personality-type,1967.0,,61418.0,ISTP(13),18 Votes,XXXX(0),0 Votes
"Squire Franklin ""Skip"" Burroughs IV",class,ESFP,https://www.personality-database.com/profile/1621217/squire-franklin-skip-burroughs-iv-class-1983-mbti-personality-type,1983.0,,85346.0,ESFP(1),1 Votes,XXXX(0),0 Votes
Blanche,drive,ESFP,https://www.personality-database.com/profile/429921/blanche-drive-2011-mbti-personality-type,2011.0,,780504.0,ESFP(6),8 Votes,XXXX(0),0 Votes
Bernie Rose,drive,ESTJ,https://www.personality-database.com/profile/16984/bernie-rose-drive-2011-mbti-personality-type,2011.0,,780504.0,ESTJ(25),31 Votes,SLOEN(1),1 Votes
Standard Gabriel,drive,ESTP,https://www.personality-database.com/profile/100943/standard-gabriel-drive-2011-mbti-personality-type,2011.0,,780504.0,ESTP(28),31 Votes,XXXX(0),0 Votes
Nino,drive,ESTP,https://www.personality-database.com/profile/16985/nino-drive-2011-mbti-personality-type,2011.0,,780504.0,ESTP(28),28 Votes,SLUEN(1),1 Votes
Shannon,drive,ESTP,https://www.personality-database.com/profile/16983/shannon-drive-2011-mbti-personality-type,2011.0,,780504.0,ESTP(30),36 Votes,XXXX(0),0 Votes
Irene,drive,ISFJ,https://www.personality-database.com/profile/25699/irene-drive-2011-mbti-personality-type,2011.0,,780504.0,ISFJ(49),54 Votes,RCOAN(3),3 Votes
Benicio,drive,ISFP,https://www.personality-database.com/profile/336703/benicio-drive-2011-mbti-personality-type,2011.0,,780504.0,ISFP(7),7 Votes,XXXX(0),0 Votes
The Driver,drive,ISTP,https://www.personality-database.com/profile/16982/the-driver-drive-2011-mbti-personality-type,2011.0,,780504.0,ISTP(276),308 Votes,RCUAN(31),40 Votes
Felix,american graffiti,ESFP,https://www.personality-database.com/profile/385760/felix-american-graffiti-1973-mbti-personality-type,1973.0,,69704.0,ESFP(1),1 Votes,XXXX(0),0 Votes
Carol,american graffiti,ESFP,https://www.personality-database.com/profile/204115/carol-american-graffiti-1973-mbti-personality-type,1973.0,,69704.0,ESFP(4),4 Votes,SLUEI(1),1 Votes
Debbie,american graffiti,ESFP,https://www.personality-database.com/profile/204114/debbie-american-graffiti-1973-mbti-personality-type,1973.0,,69704.0,ESFP(4),4 Votes,SLUAN(1),1 Votes
Steve,american graffiti,ESTP,https://www.personality-database.com/profile/204110/steve-american-graffiti-1973-mbti-personality-type,1973.0,,69704.0,ESTP(2),4 Votes,SCOEI(1),1 Votes
Curt,american graffiti,INFP,https://www.personality-database.com/profile/204109/curt-american-graffiti-1973-mbti-personality-type,1973.0,,69704.0,INFP(5),5 Votes,RCUAI(1),1 Votes
